0.5999 	0.0046875 	-5.55112e-18 	12.044 	2.80363 	6.01422
0.5999 	0.0078125 	-5.55112e-18 	12.0379 	2.80321 	6.01208
0.5999 	0.0109375 	-3.81639e-18 	12.0282 	2.80256 	6.00863
0.5999 	0.0140625 	-3.81639e-18 	12.0165 	2.80178 	6.00445
0.5999 	0.0171875 	-3.81639e-18 	12.0018 	2.80079 	5.99923
0.5999 	0.0203125 	-2.08167e-18 	11.9853 	2.79969 	5.99334
0.5999 	0.0234375 	-2.08167e-18 	11.9664 	2.79842 	5.9866
0.5999 	0.0265625 	-2.08167e-18 	11.9462 	2.79707 	5.97938
0.5999 	0.0296875 	-2.08167e-18 	11.9237 	2.79556 	5.97134
0.5999 	0.0328125 	-2.08167e-18 	11.8999 	2.79396 	5.96283
0.5999 	0.0359375 	-2.08167e-18 	11.8735 	2.79219 	5.95338
0.5999 	0.0390625 	-2.08167e-18 	11.8448 	2.79026 	5.94309
0.5999 	0.0421875 	-2.08167e-18 	11.8127 	2.7881 	5.93158
0.5999 	0.0453125 	-6.93889e-19 	11.7775 	2.78572 	5.91896
0.5999 	0.0484375 	6.93889e-19 	11.7378 	2.78303 	5.90471
0.5999 	0.0515625 	-1.04083e-18 	11.6941 	2.78007 	5.88899
0.5999 	0.0546875 	-2.77556e-18 	11.6446 	2.7767 	5.87118
0.5999 	0.0578125 	3.46945e-19 	11.59 	2.77298 	5.85149
0.5999 	0.0609375 	3.46945e-18 	11.5278 	2.76871 	5.82906
0.5999 	0.0640625 	2.08167e-18 	11.459 	2.76398 	5.80419
0.5999 	0.0671875 	2.08167e-18 	11.3796 	2.7585 	5.77542
0.5999 	0.0703125 	3.46945e-18 	11.2915 	2.75238 	5.74345
0.5999 	0.0734375 	3.46945e-18 	11.1878 	2.74513 	5.70573
0.5999 	0.0765625 	3.46945e-18 	11.0718 	2.73696 	5.66343
0.5999 	0.0796875 	6.245e-18 	10.93 	2.72689 	5.61154
0.5999 	0.0828125 	9.02056e-18 	10.7693 	2.71538 	5.55247
0.5999 	0.0859375 	9.02056e-18 	10.5582 	2.70008 	5.47448
0.5999 	0.0890625 	9.02056e-18 	10.3102 	2.68179 	5.38235
0.5999 	0.0921875 	9.02056e-18 	9.94041 	2.65338 	5.24487
0.5999 	0.0953125 	9.02056e-18 	9.43601 	2.61351 	5.05468
0.5999 	0.0984375 	9.02056e-18 	8.87628 	2.5778 	4.82071
